SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_50_0,1225,1339300,668,161500,225,122800,246,51600,232,85900,
seq_50_1,1225,244900,676,157900,218,175100,290,71000,221,136900,
seq_50_2,1225,184600,648,124600,227,105200,238,39500,310,97000,
seq_50_3,1225,183800,657,147800,225,139200,302,48000,241,74200,
seq_50_4,1225,161900,716,122100,221,90000,273,40300,214,53700,
seq_50_5,1225,170000,745,111100,215,88800,323,8200,195,45300,
seq_50_6,1225,179700,639,117300,223,107100,267,8300,281,68300,
seq_50_7,1225,176700,589,113200,224,31000,248,11000,193,84900,
seq_50_8,1225,192200,690,131900,226,22600,233,9300,204,62500,
seq_50_9,1225,177100,559,100700,221,34800,254,11400,203,18300,
seq_50_10,1225,260500,683,136600,219,16200,264,6600,211,8700,
seq_50_11,1225,179900,596,118400,224,17500,276,8100,253,10600,
seq_50_12,1225,256700,750,211300,227,28500,284,9000,257,17100,
seq_50_13,1225,151000,593,104200,219,20200,230,6300,265,12500,
seq_50_14,1225,164000,682,101600,228,24200,272,7200,194,8700,
seq_50_15,1225,191100,716,136300,219,47400,222,8300,207,28500,
seq_50_16,1225,158600,692,107700,224,17800,241,17000,240,11500,
seq_50_17,1225,186300,648,130700,223,27600,242,10200,213,14200,
seq_50_18,1225,225500,652,121300,223,25200,219,8500,227,13400,
seq_50_19,1225,189600,743,136000,222,21600,244,9900,238,14100,
seq_50_20,1225,188000,595,117200,217,49100,263,10300,241,14700,
seq_50_21,1225,169700,588,106500,220,27200,225,8000,196,12000,
seq_50_22,1225,181500,761,119800,220,19700,275,9100,255,13600,
seq_50_23,1225,171700,623,127900,223,38600,217,7200,223,12700,
seq_50_24,1225,212300,655,128600,222,46100,229,10100,187,18600,
seq_50_25,1225,187600,638,110100,219,23600,256,9300,272,18000,
seq_50_26,1225,187100,663,102600,215,18500,237,6800,240,11600,
seq_50_27,1225,178800,712,109700,225,35200,359,10300,273,14200,
seq_50_28,1225,220500,718,136000,224,41600,287,10700,259,15500,
seq_50_29,1225,219100,601,142600,221,37000,286,12100,256,18100,
seq_50_30,1225,219800,668,133000,223,32800,274,12100,274,20600,
seq_50_31,1225,182800,598,119400,220,26900,301,10600,228,13600,
seq_50_32,1225,317100,681,154200,221,27100,258,8800,217,112900,
seq_50_33,1225,205500,668,134600,224,32200,248,11100,223,16200,
seq_50_34,1225,164900,715,103500,220,15900,245,6500,207,8800,
seq_50_35,1225,167400,723,115000,219,14800,279,6100,226,9900,
seq_50_36,1225,164300,686,103400,222,17800,287,6800,225,9000,
seq_50_37,1225,186100,699,97600,224,16000,248,5300,252,8700,
seq_50_38,1225,167600,775,135800,222,18200,259,6600,199,23000,
seq_50_39,1225,159700,692,158800,225,24800,223,9100,229,18600,
seq_50_40,1225,390400,710,142900,224,60700,249,15100,203,16700,
seq_50_41,1225,280600,603,114100,222,29800,241,12600,250,20100,
seq_50_42,1225,232300,663,123600,229,24800,242,9600,221,13100,
seq_50_43,1225,188300,604,124000,223,25500,241,17400,226,15700,
seq_50_44,1225,210900,683,144900,227,15000,269,11500,213,17700,
seq_50_45,1225,159100,635,94900,221,8600,238,6100,223,9300,
seq_50_46,1225,155600,643,94700,216,6900,285,13300,218,9100,
seq_50_47,1225,168500,600,100400,221,9000,248,6700,214,9500,
seq_50_48,1225,200100,760,122100,223,7900,278,6300,184,8800,
seq_50_49,1225,88900,856,191600,223,13300,246,24900,245,19300,
seq_50_50,1225,30100,788,157800,220,9900,275,37900,222,11800,
seq_50_51,1225,29600,746,118600,209,10700,337,7400,195,8700,
seq_50_52,1225,37300,540,125200,225,15900,261,10100,225,18900,
seq_50_53,1225,42600,761,120500,223,7800,236,6300,240,10500,
seq_50_54,1225,44600,630,122100,216,19200,243,5800,192,8800,
seq_50_55,1225,103800,534,111900,225,11800,244,11000,217,13800,
seq_50_56,1225,42800,618,203900,222,11800,237,9300,241,14800,
seq_50_57,1225,36500,676,121600,213,10700,284,7000,203,8400,
seq_50_58,1225,37900,679,115500,225,10100,240,5900,235,10100,
seq_50_59,1225,32700,630,138300,227,13300,232,10300,213,16500,
seq_50_60,1225,111300,653,127700,218,11100,282,12300,230,14600,
seq_50_61,1225,116000,537,108400,216,51300,236,11000,218,17100,
seq_50_62,1225,46200,794,184700,219,12100,259,11500,208,16300,
seq_50_63,1225,41300,583,142900,223,11200,264,6200,236,12000,
seq_50_64,1225,38800,766,179100,223,11100,225,19000,208,28600,
seq_50_65,1225,117100,681,666600,225,12800,234,11700,241,52100,
seq_50_66,1225,47000,644,155100,222,39200,258,34600,205,19600,
seq_50_67,1225,39300,625,118100,230,10600,266,12100,215,13800,
seq_50_68,1225,41400,672,145400,227,27800,240,15200,247,19000,
seq_50_69,1225,43100,728,175300,218,15000,259,10100,248,15400,
seq_50_70,1225,33600,749,286300,219,9900,268,9100,260,12400,
seq_50_71,1225,31100,774,143500,221,11500,227,8200,199,12700,
seq_50_72,1225,52600,725,143700,223,13400,256,19000,225,16300,
seq_50_73,1225,43400,626,124700,214,12500,252,10800,249,18400,
seq_50_74,1225,33900,668,124300,230,11600,242,8200,236,12700,
seq_50_75,1225,95700,621,110200,221,12700,296,9100,200,11500,
seq_50_76,1225,27100,654,105400,219,12900,215,8100,191,9700,
seq_50_77,1225,36000,736,133000,219,10200,251,8400,224,12200,
seq_50_78,1225,92700,726,126300,226,10800,246,8300,201,11700,
seq_50_79,1225,44900,776,171600,227,29600,251,9600,225,12100,
seq_50_80,1225,50900,601,99400,224,9000,290,7200,202,9100,
seq_50_81,1225,29100,592,111800,229,13400,235,21500,259,11100,
seq_50_82,1225,33900,644,113000,223,9600,264,8600,210,15500,
seq_50_83,1225,30900,675,158800,222,10100,251,13500,212,12700,
seq_50_84,1225,33400,631,123400,224,9800,308,11100,255,24400,
seq_50_85,1225,123300,716,129900,225,11700,231,8100,251,13000,
seq_50_86,1225,35600,611,106900,224,10900,236,7800,228,13000,
seq_50_87,1225,105200,676,116600,224,12600,296,9000,268,14100,
seq_50_88,1225,53800,658,138000,224,15500,271,15400,207,20600,
seq_50_89,1225,32500,620,120600,216,10800,270,8200,207,12600,
seq_50_90,1225,50000,712,307400,216,15300,246,12100,214,16900,
seq_50_91,1225,45400,589,183300,226,15500,247,13300,225,16900,
seq_50_92,1225,37600,662,100700,222,20500,250,12300,198,17000,
seq_50_93,1225,112500,556,23600,221,14000,227,10600,193,14600,
seq_50_94,1225,56200,704,26400,223,11300,289,10000,216,13900,
seq_50_95,1225,56700,650,30400,219,16800,234,14000,213,14500,
seq_50_96,1225,70600,743,33900,221,13800,241,11100,258,18100,
seq_50_97,1225,55500,648,27000,224,12500,247,10200,205,16000,
seq_50_98,1225,40700,727,23700,222,11800,263,9200,185,13900,
seq_50_99,1225,67900,679,25600,225,10600,226,9700,226,15700,
seq_100_0,4950,257600,2146,95500,546,26300,804,27000,633,40200,
seq_100_1,4950,221600,2814,137600,534,28000,622,26100,535,39600,
seq_100_2,4950,338100,2651,120000,535,27800,684,27000,623,43700,
seq_100_3,4950,133200,2572,81800,531,34500,606,8600,594,38900,
seq_100_4,4950,390300,2300,52500,551,17400,542,6100,579,24200,
seq_100_5,4950,162600,2365,75000,540,22100,630,6600,515,30400,
seq_100_6,4950,26700,2720,112800,550,29400,609,8700,515,32100,
seq_100_7,4950,18900,2678,82800,544,16200,681,6000,592,22100,
seq_100_8,4950,22800,2681,67900,545,18500,567,5600,527,20800,
seq_100_9,4950,21200,2424,75900,548,21800,697,6300,549,21500,
seq_100_10,4950,50400,2607,125600,535,23000,649,10300,497,35400,
seq_100_11,4950,46700,2526,71700,535,19900,748,6300,686,23300,
seq_100_12,4950,20700,2642,108800,539,32700,657,7400,671,26000,
seq_100_13,4950,26800,2577,103500,539,24400,683,7900,525,37300,
seq_100_14,4950,23900,2575,109700,540,29900,555,7400,511,38100,
seq_100_15,4950,20900,2513,87100,545,36800,604,7000,523,28400,
seq_100_16,4950,23600,2624,105700,549,27100,600,8000,536,34700,
seq_100_17,4950,29400,2743,61000,541,16100,612,7400,579,22100,
seq_100_18,4950,24900,2554,122500,550,26600,698,10900,633,37300,
seq_100_19,4950,27900,2732,118000,550,27600,650,11100,657,42300,
seq_100_20,4950,26900,2613,110500,553,20600,639,6700,568,21600,
seq_100_21,4950,24700,2575,83700,544,22600,632,7300,579,33500,
seq_100_22,4950,21900,2154,116900,542,39500,634,9400,546,48800,
seq_100_23,4950,27100,2259,93200,545,27000,673,8300,513,34100,
seq_100_24,4950,24200,2451,122600,538,46800,598,7600,556,37900,
seq_100_25,4950,23500,2573,351400,546,23500,710,8000,625,32300,
seq_100_26,4950,24000,2779,207300,544,87400,731,9000,574,34500,
seq_100_27,4950,21700,2615,83200,541,28600,618,12300,562,40400,
seq_100_28,4950,20500,2682,118800,530,23400,639,8100,598,36300,
seq_100_29,4950,22900,2429,255700,542,51800,644,7200,525,32200,
seq_100_30,4950,24600,2746,86800,539,57900,652,10400,566,21200,
seq_100_31,4950,30700,2680,114300,542,158000,679,7700,728,40000,
seq_100_32,4950,19300,2535,84600,542,18500,708,6000,513,18600,
seq_100_33,4950,23900,2173,76400,539,32700,567,6800,569,29200,
seq_100_34,4950,151500,2489,934400,535,29000,661,9100,628,43800,
seq_100_35,4950,30000,2635,99100,541,35100,655,12500,672,45800,
seq_100_36,4950,27600,2674,140900,533,30700,723,9000,510,37500,
seq_100_37,4950,29900,2641,377900,537,31000,654,9300,553,41200,
seq_100_38,4950,24500,2297,111200,550,26100,554,7600,624,51100,
seq_100_39,4950,31400,2736,141800,547,27900,598,8400,638,41200,
seq_100_40,4950,38800,2676,435400,548,31500,689,9000,619,46400,
seq_100_41,4950,50200,2976,12500,549,29400,564,10200,647,36500,
seq_100_42,4950,24200,2714,15600,543,27700,600,9300,647,46300,
seq_100_43,4950,34400,2839,12900,545,26200,642,7600,678,40400,
seq_100_44,4950,33200,2430,13900,543,33000,665,9000,636,44800,
seq_100_45,4950,32800,2706,15600,542,25600,630,8800,514,43500,
seq_100_46,4950,21300,2429,16900,541,24200,685,9500,584,32900,
seq_100_47,4950,101700,2255,10800,533,48700,645,8000,528,36300,
seq_100_48,4950,35700,2673,11400,537,27400,586,8000,545,59200,
seq_100_49,4950,81100,2726,11500,561,37200,641,7100,585,35400,
seq_100_50,4950,48800,2575,15200,544,38800,591,8800,581,49100,
seq_100_51,4950,110600,2582,8000,546,22000,590,6300,540,22000,
seq_100_52,4950,25700,2640,13200,547,23900,659,8200,556,36900,
seq_100_53,4950,25200,2578,12400,528,23700,649,7100,567,22300,
seq_100_54,4950,25300,2787,15900,541,23400,620,46900,559,40600,
seq_100_55,4950,19300,2578,8000,539,19100,645,8300,548,24100,
seq_100_56,4950,32700,2639,27800,548,23900,577,5900,585,23800,
seq_100_57,4950,18600,2362,10700,547,20100,726,6100,579,32300,
seq_100_58,4950,28800,2705,14600,550,41900,625,8500,623,39000,
seq_100_59,4950,20800,2660,10100,545,25100,783,6500,630,33000,
seq_100_60,4950,56500,2842,13300,541,22100,671,7800,482,32800,
seq_100_61,4950,27500,2661,13100,543,34700,634,7300,667,113000,
seq_100_62,4950,23000,2653,10900,531,50400,680,9400,533,41100,
seq_100_63,4950,27300,2560,11400,540,26200,599,8700,605,37700,
seq_100_64,4950,35700,2850,11100,546,29700,699,8000,544,16100,
seq_100_65,4950,25600,2445,13000,540,24200,654,6100,592,9800,
seq_100_66,4950,24700,2704,15900,550,17700,705,7300,527,9600,
seq_100_67,4950,23200,2774,14900,544,15600,729,5500,599,8700,
seq_100_68,4950,23000,2406,12800,535,17300,737,5300,576,8200,
seq_100_69,4950,24200,2596,13900,541,17100,619,5600,647,8700,
seq_100_70,4950,23900,2607,13100,542,16100,615,5300,551,8200,
seq_100_71,4950,23300,2512,12700,540,21500,687,6100,655,8700,
seq_100_72,4950,25200,2403,12200,535,16100,598,5100,578,8300,
seq_100_73,4950,23300,2569,12300,549,19100,624,5300,608,8700,
seq_100_74,4950,23600,2787,13600,548,14600,642,5300,603,9500,
seq_100_75,4950,18900,2592,9900,535,23600,604,6500,559,11100,
seq_100_76,4950,21300,2504,10200,546,22100,602,6800,679,11000,
seq_100_77,4950,26000,2557,12700,533,28000,583,8100,621,13200,
seq_100_78,4950,26000,2517,12100,537,24000,591,7500,527,11700,
seq_100_79,4950,26500,2689,11400,549,22400,612,6700,512,15200,
seq_100_80,4950,24700,2602,12000,541,71000,712,6500,542,11200,
seq_100_81,4950,20600,2380,10100,541,54300,662,18800,560,10200,
seq_100_82,4950,20500,2281,9900,543,19500,589,6800,561,10000,
seq_100_83,4950,27900,2881,23300,539,22800,603,5900,699,10300,
seq_100_84,4950,20000,2822,9000,544,20800,709,6700,587,11300,
seq_100_85,4950,20600,2747,9600,533,20900,715,6800,664,10400,
seq_100_86,4950,26100,2685,10300,539,32400,665,8000,545,14000,
seq_100_87,4950,20200,3025,13700,534,20900,665,6900,504,9800,
seq_100_88,4950,25100,2716,12900,542,17700,697,6800,689,12800,
seq_100_89,4950,29100,2714,10600,550,19700,654,5700,550,9500,
seq_100_90,4950,24900,2323,11300,549,22400,647,6000,538,10300,
seq_100_91,4950,31900,2508,10000,546,20600,635,6300,592,15500,
seq_100_92,4950,31300,2327,10600,537,17800,586,7200,504,8500,
seq_100_93,4950,22700,2544,9900,543,21300,571,6100,512,9100,
seq_100_94,4950,23100,2457,12200,537,25000,647,5700,522,11000,
seq_100_95,4950,23000,2568,12300,531,19900,577,6800,712,13000,
seq_100_96,4950,24500,2259,9500,539,19400,557,6300,665,10600,
seq_100_97,4950,29400,2527,10200,544,23100,624,6100,652,10700,
seq_100_98,4950,19700,2825,11000,544,21400,641,6200,585,9000,
seq_100_99,4950,15800,2417,7000,539,17300,592,5700,524,8700,
seq_150_0,11175,36500,5429,14000,907,24500,1075,8300,977,12700,
seq_150_1,11175,35500,5429,14300,906,25300,1148,8200,1108,12800,
seq_150_2,11175,35300,6150,15000,892,23800,1224,8200,977,12500,
seq_150_3,11175,34400,5449,13600,902,22500,1140,7900,1003,12300,
seq_150_4,11175,52500,6022,27100,903,34700,1054,11200,1082,20300,
seq_150_5,11175,54700,5640,23700,898,33000,1072,10700,967,18900,
seq_150_6,11175,53700,5961,25500,906,39600,986,10200,951,18300,
seq_150_7,11175,48800,5617,30300,905,44700,1081,12100,1010,20600,
seq_150_8,11175,53200,5610,21000,903,38800,1065,11800,1003,26700,
seq_150_9,11175,41300,5541,22400,900,43500,1098,11700,873,22400,
seq_150_10,11175,43600,5556,19200,915,33900,1280,10900,935,12800,
seq_150_11,11175,51200,5671,24600,897,39000,1142,11900,958,18600,
seq_150_12,11175,42200,5634,20600,903,56300,1203,10700,1025,16100,
seq_150_13,11175,48400,5791,20900,907,70200,1113,9300,902,14800,
seq_150_14,11175,54500,5580,26600,890,71900,1236,14600,939,21300,
seq_150_15,11175,53400,6066,16200,894,73600,1102,8300,1030,13200,
seq_150_16,11175,43000,5530,20700,888,25900,1123,8600,923,12700,
seq_150_17,11175,49500,5504,17700,905,25600,1097,8600,1013,13900,
seq_150_18,11175,48300,5660,15500,902,23000,974,7800,889,13200,
seq_150_19,11175,45300,5033,14700,896,38700,962,8300,918,13000,
seq_150_20,11175,46800,5769,16500,896,65700,998,8200,864,12000,
seq_150_21,11175,50500,6032,15400,903,66300,1048,8300,1136,13100,
seq_150_22,11175,56500,5945,15500,894,70700,973,10000,1054,17100,
seq_150_23,11175,58800,5196,17700,901,75100,1077,9200,869,18100,
seq_150_24,11175,44800,6118,21000,910,28500,1156,8200,882,13100,
seq_150_25,11175,122100,5870,25000,896,39500,980,10100,932,15700,
seq_150_26,11175,45600,5532,13900,887,30200,950,8100,898,13500,
seq_150_27,11175,50700,5423,17700,894,47100,1023,10700,975,15700,
seq_150_28,11175,33300,6560,21600,902,33100,1029,10200,1069,18400,
seq_150_29,11175,53500,6080,20600,888,26200,1044,8500,896,12100,
seq_150_30,11175,46900,5699,21000,897,33500,1299,8700,889,11800,
seq_150_31,11175,56700,5399,15700,907,26400,1177,8100,1019,12800,
seq_150_32,11175,51900,5439,16400,890,51300,1083,18300,920,21400,
seq_150_33,11175,43300,5727,20400,908,24500,1062,8700,1000,13600,
seq_150_34,11175,45900,5909,30900,908,35800,1210,10900,967,18100,
seq_150_35,11175,45100,5924,26700,898,25000,1149,8700,867,12200,
seq_150_36,11175,39700,5834,14800,896,69300,1147,8900,998,14500,
seq_150_37,11175,43100,5611,14200,895,24600,1016,8000,861,16600,
seq_150_38,11175,33900,5991,20400,895,30100,1030,8000,866,12100,
seq_150_39,11175,34400,5666,14200,905,24800,1091,8300,894,13000,
seq_150_40,11175,39000,5970,14600,902,22900,981,10100,1023,14200,
seq_150_41,11175,35800,5885,14800,901,32900,1260,8300,883,11900,
seq_150_42,11175,37700,5819,14100,898,23400,1171,8000,950,13000,
seq_150_43,11175,35400,6408,16000,893,24500,1041,7900,929,12000,
seq_150_44,11175,40200,5749,14700,904,23100,1050,8100,1297,17500,
seq_150_45,11175,36700,6069,15100,894,23900,1061,8300,897,12500,
seq_150_46,11175,55900,5505,21600,898,37900,1081,13500,916,19800,
seq_150_47,11175,38600,6257,15100,893,34800,1115,8300,933,13000,
seq_150_48,11175,51000,5106,22500,899,43900,1092,11100,818,16000,
seq_150_49,11175,34800,6045,43300,907,26600,1211,8900,987,13600,
seq_150_50,11175,49900,5912,26100,918,38400,938,10300,1189,18000,
seq_150_51,11175,37400,5764,14600,886,25000,1209,8400,1006,12700,
seq_150_52,11175,35900,6388,16100,908,27100,1067,8200,1030,13500,
seq_150_53,11175,29500,5546,14600,908,23200,1058,8000,927,12200,
seq_150_54,11175,37500,6340,15800,889,63500,1133,7900,878,13300,
seq_150_55,11175,50800,6124,34100,905,49600,1039,16400,906,20600,
seq_150_56,11175,37900,5259,13100,900,40000,1099,16000,869,19100,
seq_150_57,11175,36200,5769,14500,897,23600,1051,8000,942,12300,
seq_150_58,11175,38700,5359,13500,903,28700,1059,7700,862,16500,
seq_150_59,11175,46400,6078,26400,894,44400,1239,10500,930,15500,
seq_150_60,11175,34600,5492,13700,911,25100,1037,7900,957,13000,
seq_150_61,11175,34300,6119,15100,896,27000,1206,7600,912,12200,
seq_150_62,11175,34300,5601,13700,912,25300,1129,8100,1186,12500,
seq_150_63,11175,37600,5658,14400,900,22700,1063,8000,936,11600,
seq_150_64,11175,37900,5946,14500,903,21900,943,7800,1104,11600,
seq_150_65,11175,42800,5350,17800,891,29300,1077,7700,947,11400,
seq_150_66,11175,33600,6123,15700,906,23400,963,8200,949,13700,
seq_150_67,11175,48100,5314,14200,906,26200,1209,9000,1040,14300,
seq_150_68,11175,55200,5495,14600,911,30700,1066,9100,890,12600,
seq_150_69,11175,41100,5476,14200,897,30900,1143,8100,972,12200,
seq_150_70,11175,33100,5284,13700,896,22300,1100,7800,1058,13000,
seq_150_71,11175,47500,6028,15100,893,23300,1108,7200,989,12700,
seq_150_72,11175,38200,5071,13500,878,23500,1162,8300,897,12000,
seq_150_73,11175,39200,5343,13900,895,22100,987,8000,1251,12900,
seq_150_74,11175,41700,5894,14800,898,22400,1299,7700,962,11800,
seq_150_75,11175,48400,5085,22900,895,44200,969,11000,944,20800,
seq_150_76,11175,40000,6030,15100,902,26500,1081,8800,1003,12900,
seq_150_77,11175,42500,5828,14400,912,23600,1121,7500,918,11800,
seq_150_78,11175,37500,5563,14100,910,22900,972,7600,860,11200,
seq_150_79,11175,40600,5924,14700,899,28900,1018,8000,903,11900,
seq_150_80,11175,39800,5677,14200,889,36300,1028,7700,1128,12300,
seq_150_81,11175,39800,5811,14500,885,29900,993,7900,1079,12400,
seq_150_82,11175,29800,5724,14500,904,66300,1035,7600,885,17700,
seq_150_83,11175,31400,5416,13800,892,28500,1128,7800,1003,12100,
seq_150_84,11175,41800,5848,14900,909,34600,1048,7900,1008,13100,
seq_150_85,11175,40100,5999,27000,902,35800,977,10700,998,18000,
seq_150_86,11175,49600,5597,24700,901,40500,954,10000,991,18100,
seq_150_87,11175,45200,4964,12700,891,29700,1214,10800,1189,14900,
seq_150_88,11175,49400,5067,22600,903,38700,1007,9800,919,16000,
seq_150_89,11175,47900,6311,21000,905,38900,1090,9900,945,17100,
seq_150_90,11175,35300,4921,16700,892,31400,1000,8300,984,13100,
seq_150_91,11175,48800,6209,32400,902,39300,981,10000,1299,17800,
seq_150_92,11175,47400,5831,25500,903,40000,1135,10300,915,16400,
seq_150_93,11175,47700,5760,25200,903,39100,1052,10200,1032,19500,
seq_150_94,11175,50200,6132,26800,901,41300,1092,10100,968,16400,
seq_150_95,11175,54900,5738,24900,906,37800,1138,10100,904,16400,
seq_150_96,11175,52200,6211,27100,891,40300,1105,9600,984,17200,
seq_150_97,11175,50000,5947,25100,895,37700,1075,10200,892,15400,
seq_150_98,11175,52000,5848,25500,896,39800,1053,10300,920,16900,
seq_150_99,11175,75700,5888,25900,895,41100,1006,10400,1070,16800,
seq_200_0,19900,89000,10330,43900,1273,119600,1439,13400,1322,23300,
seq_200_1,19900,66800,11042,27000,1273,35700,1551,11900,1384,17900,
seq_200_2,19900,58700,9073,22200,1265,32800,1686,11200,1459,17900,
seq_200_3,19900,71700,9443,23600,1282,38300,1389,13100,1517,23400,
seq_200_4,19900,73900,9899,33700,1294,50600,1654,23700,1274,24800,
seq_200_5,19900,71500,10689,35800,1275,60000,1713,17900,1431,29600,
seq_200_6,19900,68400,10272,29000,1285,41000,1564,13500,1436,21700,
seq_200_7,19900,58500,10040,24700,1284,38000,1816,12000,1483,20100,
seq_200_8,19900,57400,10459,25400,1289,34900,1630,11400,1328,20000,
seq_200_9,19900,90300,9740,43200,1270,53500,1766,17100,1528,26700,
seq_200_10,19900,93500,9399,45000,1270,62200,1849,17100,1359,25900,
seq_200_11,19900,106700,10129,48300,1294,62700,1451,14700,1485,23300,
seq_200_12,19900,95600,10487,38200,1274,51500,1527,16400,1419,43000,
seq_200_13,19900,72200,10485,25800,1281,33100,1446,11500,1500,17800,
seq_200_14,19900,67600,9142,22000,1286,35400,1665,11200,1506,16700,
seq_200_15,19900,78200,10113,24600,1285,32500,1458,10800,1435,17100,
seq_200_16,19900,65500,10508,25900,1284,32400,1649,11000,1312,17200,
seq_200_17,19900,67800,9255,22800,1269,32900,1495,11200,1406,17300,
seq_200_18,19900,87200,10010,35400,1287,59200,1493,11700,1437,18400,
seq_200_19,19900,414400,9935,37800,1287,154200,1594,15700,1382,22800,
seq_200_20,19900,72000,10532,34300,1270,41700,1453,12000,1513,19300,
seq_200_21,19900,80900,10015,25100,1282,40500,1523,15100,1406,24100,
seq_200_22,19900,90500,10318,44300,1279,59400,1518,14900,1502,24800,
seq_200_23,19900,78300,10192,30900,1279,41600,1504,15800,1309,21300,
seq_200_24,19900,73800,10699,32100,1288,40700,1491,12900,1518,23400,
seq_200_25,19900,79800,9989,30900,1287,56100,1419,13300,1390,20500,
seq_200_26,19900,61200,9728,23800,1272,33700,1521,10900,1412,17400,
seq_200_27,19900,77900,10393,32300,1287,38700,1489,13500,1433,21600,
seq_200_28,19900,87500,10498,31500,1285,39200,1553,13800,1273,21500,
seq_200_29,19900,76400,10649,31900,1280,38700,1604,13800,1359,19500,
seq_200_30,19900,86900,9608,28600,1277,40900,1541,13600,1392,20700,
seq_200_31,19900,85000,10061,30400,1286,42300,1539,14800,1318,22000,
seq_200_32,19900,153600,10168,43800,1286,59800,1566,14200,1435,25800,
